COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,COMPANY_ABBR,A_STOCK_CODE,AREA_NAME,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B_STOCK_CODE,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,CSRC_CODE_DESC,COMPANY_CODE,FULL_NAME
XINYAQIANG,1,1,XD新亚强,603155,320000,-,1111,新亚强,江苏省,"Xinyaqiang Silicon Chemistry Co.,Ltd",新亚强,2,-,4,20200901,C,   D  F  N          ,制造业,603155,新亚强硅化学股份有限公司
YANGYUAN,1,1,XD养元饮,603156,130000,-,1112,养元饮品,河北省,"Hebei Yangyuan Zhihui Beverage Co., Ltd.",养元饮品,2,-,4,20180212,C,   D  F  N          ,制造业,603156,河北养元智汇饮品股份有限公司
CZTL,1,1,腾龙股份,603158,320000,-,1113,腾龙股份,江苏省,"Changzhou Tenglong Auto Parts Co.,Ltd.",腾龙股份,2,-,4,20150320,C,   D  F  N          ,制造业,603158,常州腾龙汽车零部件股份有限公司
SHANGHAI YAHOGN MOULDING,1,1,上海亚虹,603159,310000,-,1114,上海亚虹,上海市,"Shanghai Yahong Moulding Co.,Ltd",上海亚虹,2,-,4,20160812,C,   D  F  N          ,制造业,603159,上海亚虹模具股份有限公司
GOODIX,1,1,汇顶科技,603160,440000,-,1115,汇顶科技,广东省,"Shenzhen Goodix Technology Co., Ltd.",汇顶科技,2,-,4,20161017,C,   D  F  N          ,制造业,603160,深圳市汇顶科技股份有限公司
KEHUA HOLDINGS,1,1,科华控股,603161,320000,-,1116,科华控股,江苏省,"Kehua Holdings Co.,Ltd",科华控股,2,-,4,20180105,C,   D  F  N          ,制造业,603161,科华控股股份有限公司
HIGHTON DEVELOPMENT,1,1,海通发展,603162,350000,-,1117,海通发展,福建省,"FUJIAN HIGHTON DEVELOPMENT CO.,LTD.",海通发展,2,-,4,20230329,G,   D  F  N          ,交通运输、仓储和邮政业,603162,福建海通发展股份有限公司
ACTER GROUP,1,1,圣晖集成,603163,320000,-,1118,圣晖集成,江苏省,"ACTER TECHNOLOGY INTEGRATION GROUP CO., LTD.",圣晖系统集成集团,2,-,4,20221013,E,   D  F  N          ,建筑业,603163,圣晖系统集成集团股份有限公司
RONGSHENG ENVIRONMENTAL,1,1,荣晟环保,603165,330000,-,1119,荣晟环保,浙江省,"Zhejiang Rongsheng Environmental Protectionpaper Joint Stock Co., Ltd.",荣晟环保,2,-,4,20170117,C,   D  F  N          ,制造业,603165,浙江荣晟环保纸业股份有限公司
FOTO,1,1,福达股份,603166,450000,-,1120,福达股份,广西壮族自治区,"Guilin Fuda Co.,Ltd.",福达股份,2,-,4,20141127,C,   D  F  N          ,制造业,603166,桂林福达股份有限公司
BHLD,1,1,渤海轮渡,603167,370000,-,1121,渤海轮渡,山东省,"Bohai Ferry Group Co., Ltd.",渤海轮渡,2,-,4,20120906,G,   D  F  N          ,交通运输、仓储和邮政业,603167,渤海轮渡集团股份有限公司
SPAS,1,1,莎普爱思,603168,330000,-,1122,莎普爱思,浙江省,"Zhejiang Shapuaisi Pharmaceutical Co., Ltd.",莎普爱思,2,-,4,20140702,C,   D  F  N          ,制造业,603168,浙江莎普爱思药业股份有限公司
LSHEC,1,1,兰石重装,603169,620000,-,1123,兰石重装,甘肃省,"Lanzhou LS Heavy Equipment Co., Ltd",兰石重装,2,-,4,20141009,C,   D  F  N          ,制造业,603169,兰州兰石重型装备股份有限公司
BOLEX,1,1,宝立食品,603170,310000,-,1124,宝立食品,上海市,"SHANGHAI BOLEX FOOD TECHNOLOGY CO., LTD.",宝立食品科技,2,-,4,20220715,C,   D  F  N          ,制造业,603170,上海宝立食品科技股份有限公司
SERVYOU,1,1,税友股份,603171,330000,-,1125,税友股份,浙江省,"Servyou Software Group Co., Ltd.",税友股份,2,-,4,20210630,I,   D  F  N          ,信息传输、软件和信息技术服务业,603171,税友软件集团股份有限公司
WANFENG,1,1,万丰股份,603172,330000,-,1126,万丰股份,浙江省,"ZHEJIANG WANFENG CHEMICAL CO.,LTD.",浙江万丰股份,2,-,4,20230510,C,   D  F  NY         ,制造业,603172,浙江万丰化工股份有限公司
FORTUNE,1,1,福斯达,603173,330000,-,1127,福斯达,浙江省,"HANGZHOU FORTUNE GAS CRYOGENIC GROUP CO., LTD.",福斯达深冷,2,-,4,20230130,C,   D  F  N          ,制造业,603173,杭州福斯达深冷装备股份有限公司
HUITONG GROUP,1,1,汇通集团,603176,130000,-,1128,汇通集团,河北省,"HUITONG CONSTRUCTION GROUP CO.,LTD.",汇通集团,2,-,4,20211231,E,   D  F  N          ,建筑业,603176,汇通建设集团股份有限公司
TUNA,1,1,德创环保,603177,330000,-,1129,德创环保,浙江省,"Zhejiang Tuna Environmental Science & Technology Co.,Ltd.",德创环保,2,-,4,20170207,N,   D  F  N          ,水利、环境和公共设施管理业,603177,浙江德创环保科技股份有限公司
SLPT,1,1,圣龙股份,603178,330000,-,1130,圣龙股份,浙江省,"Ningbo Shenglong Automotive Powertrain System Co.,Ltd",圣龙股份,2,-,4,20170328,C,   D  F  N          ,制造业,603178,宁波圣龙汽车动力系统股份有限公司
XINQUAN AUTOMOTIVE TRIM,1,1,新泉股份,603179,320000,-,1131,新泉股份,江苏省,"Jiangsu Xinquan Automotive Trim Co.,Ltd.",新泉股份,2,-,4,20170317,C,   D  F  N          ,制造业,603179,江苏新泉汽车饰件股份有限公司
GOLDENHOME,1,1,金牌家居,603180,350000,-,1132,金牌家居,福建省,"GoldenHome Living Co., Ltd.",金牌家居,2,-,4,20170512,C,   D  F  N          ,制造业,603180,金牌厨柜家居科技股份有限公司
HUANGMA TECHNOLOGY,1,1,皇马科技,603181,330000,-,1133,皇马科技,浙江省,"Zhejiang Huangma Technology Co.,Ltd",皇马科技,2,-,4,20170824,C,   D  F  N          ,制造业,603181,浙江皇马科技股份有限公司
SINOGLORY HEALTH FOOD,1,1,嘉华股份,603182,370000,-,1134,嘉华股份,山东省,"SHANDONG SINOGLORY HEALTH FOOD CO., LTD.",嘉华生物科技股份,2,-,4,20220909,C,   D  F  N          ,制造业,603182,山东嘉华生物科技股份有限公司
IBS,1,1,建研院,603183,320000,-,1135,建研院,江苏省,"Suzhou Institute of Building Science Group Co.,Ltd",建研院,2,-,4,20170905,M,   D  F  N          ,科学研究和技术服务业,603183,苏州市建筑科学研究院集团股份有限公司
HONGYUAN,1,1,弘元绿能,603185,320000,-,1136,弘元绿能,江苏省,"HONGYUAN GREEN ENERGY CO.,LTD.",弘元绿能,2,-,4,20181228,C,   D  F  N          ,制造业,603185,弘元绿色能源股份有限公司
WAZAM,1,1,华正新材,603186,330000,-,1137,华正新材,浙江省,"ZHEJIANG WAZAM NEW MATERIALS CO., LTD.",华正新材,2,-,4,20170103,C,   D  F  N          ,制造业,603186,浙江华正新材料股份有限公司
HIRON COLD CHAIN,1,1,海容冷链,603187,370000,-,1138,海容冷链,山东省,"Qingdao Hiron Commercial Cold Chain Co., Ltd.",海容冷链,2,-,4,20181129,C,   D  F  N          ,制造业,603187,青岛海容商用冷链股份有限公司
YA BANG,1,1,亚邦股份,603188,320000,-,1139,亚邦股份,江苏省,"Jiangsu Yabang Dyestuff Co.,Ltd",亚邦股份,2,-,4,20140909,C,   D  F  N          ,制造业,603188,江苏亚邦染料股份有限公司
WONDERTEK,1,1,网达软件,603189,310000,-,1140,网达软件,上海市,"Shanghai Wondertek Software Co., Ltd",网达软件,2,-,4,20160914,I,   D  F  N          ,信息传输、软件和信息技术服务业,603189,上海网达软件股份有限公司
YTPM,1,1,亚通精工,603190,370000,-,1141,亚通精工,山东省,YANTAI YATONG PRECISION MECHANICAL CORPORATION,烟台亚通精工机械,2,-,4,20230217,C,   D  F  N          ,制造业,603190,烟台亚通精工机械股份有限公司
WANGBIAN ELECTRIC.,1,1,望变电气,603191,500000,-,1142,望变电气,重庆市,"CHONGQING WANGBIAN ELECTRIC (GROUP) CORP.,LTD.",望变电气,2,-,4,20220428,C,   D  F  N          ,制造业,603191,重庆望变电气(集团)股份有限公司
SHHDKJ,1,1,汇得科技,603192,310000,-,1143,汇得科技,上海市,"Shanghai Huide Science & Technology Co.,Ltd",汇得科技,2,-,4,20180828,C,   D  F  N          ,制造业,603192,上海汇得科技股份有限公司
RUNBEN BIOTECHNOLOGY,1,1,润本股份,603193,440000,-,1144,润本股份,广东省,"RUNBEN BIOTECHNOLOGY CO., LTD.",润本生物技术股份,2,-,4,20231017,C,   D  F  NY         ,制造业,603193,润本生物技术股份有限公司
E-P,1,1,中力股份,603194,330000,-,1145,中力股份,浙江省,"ZHEJIANG E-P EQUIPMENT CO., LTD.",中力股份,2,-,4,20241224,C,   D  F  NY         ,制造业,603194,浙江中力机械股份有限公司
GONEO,1,1,公牛集团,603195,330000,-,1146,DR公牛集,浙江省,"GONEO GROUP CO.,LTD.",DR公牛集团,2,-,4,20200206,C, DRD  F  N          ,制造业,603195,公牛集团股份有限公司
RIBO FASHION,1,1,日播时尚,603196,310000,-,1147,日播时尚,上海市,"RIBO FASHION GROUP CO., LTD.",日播时尚,2,-,4,20170531,C,   D  F  N          ,制造业,603196,日播时尚集团股份有限公司
BAOLONG AUTOMOTIVE,1,1,保隆科技,603197,310000,-,1148,保隆科技,上海市,Shanghai Baolong Automotive Corporation,保隆科技,2,-,4,20170519,C,   D  F  N          ,制造业,603197,上海保隆汽车科技股份有限公司
YINGJIA DISTILLERY,1,1,迎驾贡酒,603198,340000,-,1149,迎驾贡酒,安徽省,"Anhui Ying Jia Distillery Co.,Ltd.",迎驾贡酒,2,-,4,20150528,C,   D  F  N          ,制造业,603198,安徽迎驾贡酒股份有限公司
JHT,1,1,九华旅游,603199,340000,-,1150,九华旅游,安徽省,"Anhui Jiuhuashan Tourism Development Co., Ltd.",九华旅游,2,-,4,20150326,N,   D  F  N          ,水利、环境和公共设施管理业,603199,安徽九华山旅游发展股份有限公司
ECH,1,1,上海洗霸,603200,310000,-,1151,上海洗霸,上海市,"Shanghai Emperor of Cleaning Hi-Tech Co., Ltd",上海洗霸,2,-,4,20170601,N,   D  F  N          ,水利、环境和公共设施管理业,603200,上海洗霸科技股份有限公司
CHANGRUN,1,1,常润股份,603201,320000,-,1152,常润股份,江苏省,"CHANGSHU TONGRUN AUTO ACCESSORY CO., LTD.",常润股份,2,-,4,20220729,C,   D  F  N          ,制造业,603201,常熟通润汽车零部件股份有限公司
TYW,1,1,天有为,603202,230000,-,1153,天有为,黑龙江省,"HEILONGJIANG TIANYOUWEI ELECTRONICS CO., LTD.",天有为,2,-,4,20250424,C,   D  F  NY         ,制造业,603202,黑龙江天有为电子股份有限公司
"QUICK CO.,",1,1,快克智能,603203,320000,-,1154,快克智能,江苏省,"Quick Intelligent Equipment Co.,Ltd.",快克智能,2,-,4,20161108,C,   D  F  N          ,制造业,603203,快克智能装备股份有限公司
JEK,1,1,健尔康,603205,320000,-,1155,健尔康,江苏省,"JIANERKANG MEDICAL CO., LTD.",健尔康,2,-,4,20241107,C,   D  F  NY         ,制造业,603205,健尔康医疗科技股份有限公司
BESTLINK,1,1,嘉环科技,603206,320000,-,1156,嘉环科技,江苏省,"BESTLINK TECHNOLOGIES CO.,LTD.",嘉环科技,2,-,4,20220506,I,   D  F  N          ,信息传输、软件和信息技术服务业,603206,嘉环科技股份有限公司
XIAO FANG PHARMA,1,1,小方制药,603207,310000,-,1157,小方制药,上海市,"SHANGHAI XIAO FANG PHARMACEUTICAL CO.,LTD.",上海小方制药,2,-,4,20240826,C,   D  F  NY         ,制造业,603207,上海小方制药股份有限公司
JIANGSHAN OUPAI,1,1,江山欧派,603208,330000,-,1158,江山欧派,浙江省,"Jiangshan Oupai Door Industry Co., Ltd",江山欧派,2,-,4,20170210,C,   D  F  N          ,制造业,603208,江山欧派门业股份有限公司
XINGTONG SHIPPING,1,1,兴通股份,603209,350000,-,1159,兴通股份,福建省,"XINGTONG SHIPPING CO., LTD.",兴通股份,2,-,4,20220324,G,   D  F  N          ,交通运输、仓储和邮政业,603209,兴通海运股份有限公司
ZJTION,1,1,泰鸿万立,603210,330000,-,1160,泰鸿万立,浙江省,"ZHEJIANG TION VANLY TECH. CO., LTD.",泰鸿万立,2,-,4,20250409,C,   D  F  NY         ,制造业,603210,浙江泰鸿万立科技股份有限公司
JINTUO,1,1,晋拓股份,603211,310000,-,1161,晋拓股份,上海市,"JINTUO TECHNOLOGY CO.,LTD",晋拓科技股份,2,-,4,20220725,C,   D  F  N          ,制造业,603211,晋拓科技股份有限公司
CYBRID,1,1,赛伍技术,603212,320000,-,1162,赛伍技术,江苏省,Cybrid Technologies Inc.,赛伍技术,2,-,4,20200430,C,   D  F  N          ,制造业,603212,苏州赛伍应用技术股份有限公司
ZOD,1,1,镇洋发展,603213,330000,-,1163,镇洋发展,浙江省,"ZHEJIANG OCEANKING DEVELOPMENT CO., LTD.",镇洋发展,2,-,4,20211111,C,   D  F  N          ,制造业,603213,浙江镇洋发展股份有限公司
BABEMAX,1,1,爱婴室,603214,310000,-,1164,爱婴室,上海市,"Shanghai Aiyingshi Co., Ltd",爱婴室,2,-,4,20180330,F,   D  F  N          ,批发和零售业,603214,上海爱婴室商务服务股份有限公司
BIYI,1,1,比依股份,603215,330000,-,1165,比依股份,浙江省,"ZHEJIANG BIYI ELECTRIC APPLIANCE CO., LTD.",比依股份,2,-,4,20220218,C,   D  F  N          ,制造业,603215,浙江比依电器股份有限公司
MENGTIAN,1,1,梦天家居,603216,330000,-,1166,梦天家居,浙江省,"MENGTIAN FURNITURE GROUP CO., LTD.",梦天家居,2,-,4,20211215,C,   D  F  N          ,制造业,603216,梦天家居集团股份有限公司
YUANLI,1,1,元利科技,603217,370000,-,1167,元利科技,山东省,"Yuanli Chemical Group Co.,Ltd.",元利科技,2,-,4,20190620,C,   D  F  N          ,制造业,603217,元利化学集团股份有限公司
RIYUE HI,1,1,日月股份,603218,330000,-,1168,日月股份,浙江省,"RIYUE HEAVY INDUSTRY CO.,LTD",日月股份,2,-,4,20161228,C,   D  F  N          ,制造业,603218,日月重工股份有限公司
FURJA,1,1,富佳股份,603219,330000,-,1169,富佳股份,浙江省,"NINGBO FUJIA INDUSTRIAL CO., LTD.",富佳股份,2,-,4,20211122,C,   D  F  N          ,制造业,603219,宁波富佳实业股份有限公司
BESTER,1,1,中贝通信,603220,420000,-,1170,中贝通信,湖北省,"China Bester Group Telecom Co.,Ltd.",中贝通信,2,-,4,20181115,I,   D  F  N          ,信息传输、软件和信息技术服务业,603220,中贝通信集团股份有限公司
ELEGANT,1,1,爱丽家居,603221,320000,-,1171,爱丽家居,江苏省,"Elegant Home-Tech Co., Ltd.",爱丽家居,2,-,4,20200323,C,   D  F  N          ,制造业,603221,爱丽家居科技股份有限公司
CHIMIN,1,1,济民健康,603222,330000,-,1172,济民健康,浙江省,"Chimin Health Management Co., Ltd.",济民健康,2,-,4,20150217,C,   D  F  N          ,制造业,603222,济民健康管理股份有限公司
HENGTONG LOGISTICS,1,1,恒通股份,603223,370000,-,1173,恒通股份,山东省,"HENGTONG LOGISTICS CO., LTD.",恒通股份,2,-,4,20150630,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,603223,恒通物流股份有限公司
XFMGROUP,1,1,新凤鸣,603225,330000,-,1174,新凤鸣,浙江省,"Xinfengming Group Co.,Ltd",新凤鸣,2,-,4,20170418,C,   D  F  N          ,制造业,603225,新凤鸣集团股份有限公司
VOHRINGER,1,1,菲林格尔,603226,310000,-,1175,菲林格尔,上海市,"Vohringer Home Technology Co., Ltd.",菲林格尔,2,-,4,20170615,C,   D  F  N          ,制造业,603226,菲林格尔家居科技股份有限公司
XUEFENG   SCI-TECH（GROUP）,1,1,雪峰科技,603227,650000,-,1176,雪峰科技,新疆维吾尔自治区,"Xinjiang Xuefeng Sci-Tech (Group) Co.,Ltd",雪峰科技,2,-,4,20150515,C,   D  F  N          ,制造业,603227,新疆雪峰科技(集团)股份有限公司
KINWONG,1,1,景旺电子,603228,440000,-,1177,景旺电子,广东省,"Shenzhen Kinwong Electronic Co.,Ltd.",景旺电子,2,-,4,20170106,C,   D  F  N          ,制造业,603228,深圳市景旺电子股份有限公司
AUSUN PHARM,1,1,奥翔药业,603229,330000,-,1178,奥翔药业,浙江省,"Zhejiang Ausun Pharmaceutical Co., Ltd.",奥翔药业,2,-,4,20170509,C,   D  F  N          ,制造业,603229,浙江奥翔药业股份有限公司
NMXH,1,1,内蒙新华,603230,150000,-,1179,内蒙新华,内蒙古自治区,"INNER MONGOLIA XINHUA DISTRIBUTION GROUP CO.,LTD.",内蒙新华,2,-,4,20211224,R,   D  F  N          ,文化、体育和娱乐业,603230,内蒙古新华发行集团股份有限公司
SOLBAR PROTEIN,1,1,索宝蛋白,603231,330000,-,1180,索宝蛋白,浙江省,"SOLBAR NINGBO PROTEIN TECHNOLOGY CO., LTD.",索宝蛋白,2,-,4,20231215,C,   D  F  NY         ,制造业,603231,宁波索宝蛋白科技股份有限公司
KOAL,1,1,格尔软件,603232,310000,-,1181,格尔软件,上海市,"Koal Software Co., Ltd",格尔软件,2,-,4,20170421,I,   D  F  N          ,信息传输、软件和信息技术服务业,603232,格尔软件股份有限公司
DSL,1,1,大参林,603233,440000,-,1182,大参林,广东省,"DaShenLin Pharmaceutical Group Co., Ltd.",大参林,2,-,4,20170731,F,   D  F  N          ,批发和零售业,603233,大参林医药集团股份有限公司
TIANXIN PHARMA,1,1,天新药业,603235,360000,-,1183,天新药业,江西省,"JIANGXI TIANXIN PHARMACEUTICAL CO., LTD.",天新药业,2,-,4,20220712,C,   D  F  N          ,制造业,603235,江西天新药业股份有限公司
QUECTEL,1,1,移远通信,603236,310000,-,1184,移远通信,上海市,"QUECTEL WIRELESS SOLUTIONS CO.,LTD.",移远通信,2,-,4,20190716,C,   D  F  N          ,制造业,603236,上海移远通信技术股份有限公司
WU FANG ZHAI,1,1,XD五芳斋,603237,330000,-,1185,五芳斋,浙江省,"ZHEJIANG WUFANGZHAI INDUSTRY CO., LTD.",五芳斋实业,2,-,4,20220831,C,   D  F  N          ,制造业,603237,浙江五芳斋实业股份有限公司
NBOND,1,1,诺邦股份,603238,330000,-,1186,诺邦股份,浙江省,"HangZhou Nbond Nonwovens Co., Ltd.",诺邦股份,2,-,4,20170222,C,   D  F  N          ,制造业,603238,杭州诺邦无纺股份有限公司
ZJXT,1,1,浙江仙通,603239,330000,-,1187,浙江仙通,浙江省,"Zhejiang Xiantong Rubber&Plastic Co.,Ltd",浙江仙通,2,-,4,20161230,C,   D  F  N          ,制造业,603239,浙江仙通橡塑股份有限公司
DINGJIDE,1,1,鼎际得,603255,210000,-,1188,鼎际得,辽宁省,"LIAONING DINGJIDE PETROCHEMICAL CO., LTD.",鼎际得股份,2,-,4,20220818,C,   D  F  N          ,制造业,603255,辽宁鼎际得石化股份有限公司
GRACE,1,1,宏和科技,603256,310000,-,1189,宏和科技,上海市,"Grace Fabric Technology Co.,Ltd.",宏和科技,2,-,4,20190719,C,   D  F  N          ,制造业,603256,宏和电子材料科技股份有限公司
NERIN,1,1,中国瑞林,603257,360000,-,1190,中国瑞林,江西省,"CHINA NERIN ENGINEERING CO., LTD",中国瑞林,2,-,4,20250408,M,   D  F  NY         ,科学研究和技术服务业,603257,中国瑞林工程技术股份有限公司
E-SOUL,1,1,电魂网络,603258,330000,-,1191,电魂网络,浙江省,"Hangzhou Electronic Soul Network Technology Co.,Ltd",电魂网络,2,-,4,20161026,I,   D  F  N          ,信息传输、软件和信息技术服务业,603258,杭州电魂网络科技股份有限公司
WUXI APPTEC,1,1,药明康德,603259,320000,-,1192,药明康德,江苏省,"Wuxi Apptec Co.,Ltd.",药明康德,2,-,4,20180508,M,   D  F  N          ,科学研究和技术服务业,603259,无锡药明康德新药开发股份有限公司
HOSHINE SILICON,1,1,合盛硅业,603260,330000,-,1193,合盛硅业,浙江省,"Hoshine Silicon Industry Co.,Ltd.",合盛硅业,2,-,4,20171030,C,   D  F  N          ,制造业,603260,合盛硅业股份有限公司
LIHANG TECHNOLOGY,1,1,*ST立航,603261,510000,-,1194,*ST立航,四川省,"CHENGDU LIHANG TECHNOLOGY CO.,LTD.",*ST立航,7,-,8,20220315,C,   S  F  N          ,制造业,603261,成都立航科技股份有限公司
TIANLONG CORPORATION,1,1,天龙股份,603266,330000,-,1195,天龙股份,浙江省,"Ningbo Tianlong Electronics Co., Ltd.",天龙股份,2,-,4,20170110,C,   D  F  N          ,制造业,603266,宁波天龙电子股份有限公司
